IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.118.56.2,443,443,true,FRA,Europe,Frankfurt,318,5.44
34.116.145.162,443,443,true,FRA,Europe,Frankfurt,302,5.44
34.154.92.11,443,443,true,FRA,Europe,Frankfurt,251,5.44
34.90.188.200,443,443,true,FRA,Europe,Frankfurt,263,5.44
34.89.158.195,443,443,true,FRA,Europe,Frankfurt,260,5.44
34.65.175.223,443,443,true,FRA,Europe,Frankfurt,251,5.43
34.118.80.189,443,443,true,FRA,Europe,Frankfurt,268,5.43
34.65.157.194,443,443,true,FRA,Europe,Frankfurt,257,5.43
34.65.40.201,443,443,true,FRA,Europe,Frankfurt,257,5.43
34.116.251.75,443,443,true,FRA,Europe,Frankfurt,314,5.43
34.90.94.175,443,443,true,FRA,Europe,Frankfurt,259,5.43
34.118.101.53,443,443,true,FRA,Europe,Frankfurt,273,5.43
34.65.77.80,443,443,true,FRA,Europe,Frankfurt,258,5.41
34.118.69.177,443,443,true,FRA,Europe,Frankfurt,329,5.41
34.141.32.17,443,443,true,FRA,Europe,Frankfurt,273,5.41
34.65.117.30,443,443,true,FRA,Europe,Frankfurt,250,5.40
34.159.66.250,443,443,true,FRA,Europe,Frankfurt,276,5.40
34.154.153.67,443,443,true,FRA,Europe,Frankfurt,258,5.40
34.91.42.66,443,443,true,FRA,Europe,Frankfurt,256,5.40
34.90.192.112,443,443,true,FRA,Europe,Frankfurt,256,5.40
34.154.31.255,443,443,true,FRA,Europe,Frankfurt,255,5.40
34.89.134.110,443,443,true,FRA,Europe,Frankfurt,260,5.40
34.65.233.76,443,443,true,FRA,Europe,Frankfurt,264,5.40
34.116.215.190,443,443,true,FRA,Europe,Frankfurt,306,5.40
34.116.249.117,443,443,true,FRA,Europe,Frankfurt,318,5.40
34.90.62.220,443,443,true,FRA,Europe,Frankfurt,269,5.39
34.159.252.38,443,443,true,FRA,Europe,Frankfurt,287,5.39
34.118.115.104,443,443,true,FRA,Europe,Frankfurt,272,5.39
34.118.104.248,443,443,true,FRA,Europe,Frankfurt,270,5.39
34.90.25.74,443,443,true,FRA,Europe,Frankfurt,260,5.38
34.116.134.240,443,443,true,FRA,Europe,Frankfurt,274,5.38
34.159.120.166,443,443,true,FRA,Europe,Frankfurt,260,5.38
34.65.73.241,443,443,true,FRA,Europe,Frankfurt,259,5.37
34.116.180.85,443,443,true,FRA,Europe,Frankfurt,280,5.37
34.65.163.137,443,443,true,FRA,Europe,Frankfurt,260,5.36
34.91.47.18,443,443,true,FRA,Europe,Frankfurt,274,5.36
34.154.164.148,443,443,true,FRA,Europe,Frankfurt,264,5.36
34.154.45.108,443,443,true,FRA,Europe,Frankfurt,255,5.36
34.34.11.44,443,443,true,FRA,Europe,Frankfurt,268,5.36
34.116.225.173,443,443,true,FRA,Europe,Frankfurt,278,5.36
34.116.158.196,443,443,true,FRA,Europe,Frankfurt,268,5.35
34.65.238.73,443,443,true,FRA,Europe,Frankfurt,269,5.34
34.116.158.215,443,443,true,FRA,Europe,Frankfurt,306,5.34
34.65.29.231,443,443,true,FRA,Europe,Frankfurt,258,5.34
34.65.89.138,443,443,true,FRA,Europe,Frankfurt,250,5.32
34.65.231.140,443,443,true,FRA,Europe,Frankfurt,263,5.32
34.116.184.196,443,443,true,FRA,Europe,Frankfurt,267,5.31
34.116.225.173,443,443,true,FRA,Europe,Frankfurt,319,5.31
34.116.225.214,443,443,true,FRA,Europe,Frankfurt,301,5.30
34.118.113.252,443,443,true,FRA,Europe,Frankfurt,266,5.30
34.65.157.194,443,443,true,FRA,Europe,Frankfurt,257,5.30
34.89.158.195,443,443,true,FRA,Europe,Frankfurt,262,5.30
34.116.249.167,443,443,true,FRA,Europe,Frankfurt,333,5.30
34.116.171.197,443,443,true,FRA,Europe,Frankfurt,319,5.29
34.90.129.70,443,443,true,FRA,Europe,Frankfurt,257,5.28
34.118.102.193,443,443,true,FRA,Europe,Frankfurt,279,5.28
34.65.48.167,443,443,true,FRA,Europe,Frankfurt,250,5.27
34.116.149.54,443,443,true,FRA,Europe,Frankfurt,282,5.27
34.118.90.236,443,443,true,FRA,Europe,Frankfurt,276,5.26
34.154.197.21,443,443,true,FRA,Europe,Frankfurt,264,5.26
34.116.134.144,443,443,true,FRA,Europe,Frankfurt,274,5.25
34.118.113.252,443,443,true,FRA,Europe,Frankfurt,267,5.23
34.118.77.33,443,443,true,FRA,Europe,Frankfurt,303,5.23
34.91.42.66,443,443,true,FRA,Europe,Frankfurt,275,5.22
34.118.80.189,443,443,true,FRA,Europe,Frankfurt,268,5.21
34.116.158.196,443,443,true,FRA,Europe,Frankfurt,313,5.21
34.118.77.33,443,443,true,FRA,Europe,Frankfurt,324,5.20
34.154.198.179,443,443,true,FRA,Europe,Frankfurt,267,5.20
34.118.103.144,443,443,true,FRA,Europe,Frankfurt,268,5.19
34.118.36.2,443,443,true,FRA,Europe,Frankfurt,276,5.19
34.116.235.43,443,443,true,FRA,Europe,Frankfurt,267,5.19
34.118.118.199,443,443,true,FRA,Europe,Frankfurt,270,5.18
34.116.158.237,443,443,true,FRA,Europe,Frankfurt,270,5.18
34.118.99.19,443,443,true,FRA,Europe,Frankfurt,266,5.18
34.118.49.153,443,443,true,FRA,Europe,Frankfurt,323,5.16
34.118.105.120,443,443,true,FRA,Europe,Frankfurt,280,5.16
34.118.8.60,443,443,true,FRA,Europe,Frankfurt,317,5.15
34.116.235.43,443,443,true,FRA,Europe,Frankfurt,268,5.14
34.118.116.97,443,443,true,FRA,Europe,Frankfurt,273,5.13
34.116.195.217,443,443,true,FRA,Europe,Frankfurt,267,5.13
34.118.5.50,443,443,true,FRA,Europe,Frankfurt,268,5.13
34.118.81.178,443,443,true,FRA,Europe,Frankfurt,285,5.13
34.116.128.81,443,443,true,FRA,Europe,Frankfurt,329,5.11
34.118.8.60,443,443,true,FRA,Europe,Frankfurt,279,5.10
34.159.147.132,443,443,true,FRA,Europe,Frankfurt,288,5.10
34.118.116.97,443,443,true,FRA,Europe,Frankfurt,268,5.10
34.118.44.55,443,443,true,FRA,Europe,Frankfurt,331,5.10
34.32.212.100,443,443,true,FRA,Europe,Frankfurt,258,5.10
34.116.204.118,443,443,true,FRA,Europe,Frankfurt,268,5.10
34.91.119.232,443,443,true,FRA,Europe,Frankfurt,275,5.09
34.118.103.144,443,443,true,FRA,Europe,Frankfurt,281,5.09
34.116.134.240,443,443,true,FRA,Europe,Frankfurt,335,5.09
34.118.47.182,443,443,true,FRA,Europe,Frankfurt,268,5.08
34.118.111.34,443,443,true,FRA,Europe,Frankfurt,281,5.08
34.118.118.199,443,443,true,FRA,Europe,Frankfurt,304,5.07
34.116.239.73,443,443,true,FRA,Europe,Frankfurt,314,5.07
34.65.113.146,443,443,true,FRA,Europe,Frankfurt,251,5.05
34.65.204.3,443,443,true,FRA,Europe,Frankfurt,249,5.05
34.116.151.212,443,443,true,FRA,Europe,Frankfurt,332,5.05
34.65.184.228,443,443,true,FRA,Europe,Frankfurt,265,5.04
34.116.239.73,443,443,true,FRA,Europe,Frankfurt,274,5.03
34.141.255.0,443,443,true,FRA,Europe,Frankfurt,258,5.03
34.65.2.140,443,443,true,FRA,Europe,Frankfurt,250,5.03
34.118.100.194,443,443,true,FRA,Europe,Frankfurt,267,5.02
34.116.159.43,443,443,true,FRA,Europe,Frankfurt,327,5.02
34.118.27.151,443,443,true,FRA,Europe,Frankfurt,319,5.00
34.116.166.101,443,443,true,FRA,Europe,Frankfurt,273,5.00
34.116.140.3,443,443,true,FRA,Europe,Frankfurt,336,5.00
34.118.33.174,443,443,true,FRA,Europe,Frankfurt,314,4.97
34.118.101.53,443,443,true,FRA,Europe,Frankfurt,267,4.96
34.118.105.120,443,443,true,FRA,Europe,Frankfurt,266,4.96
34.116.253.70,443,443,true,FRA,Europe,Frankfurt,340,4.95
34.116.248.223,443,443,true,FRA,Europe,Frankfurt,282,4.94
34.91.133.170,443,443,true,FRA,Europe,Frankfurt,260,4.94
34.118.25.207,443,443,true,FRA,Europe,Frankfurt,279,4.93
34.116.153.230,443,443,true,FRA,Europe,Frankfurt,280,4.93
34.116.175.112,443,443,true,FRA,Europe,Frankfurt,278,4.92
34.118.50.32,443,443,true,FRA,Europe,Frankfurt,270,4.92
35.246.232.44,443,443,true,FRA,Europe,Frankfurt,284,4.92
34.118.56.112,443,443,true,FRA,Europe,Frankfurt,270,4.92
34.116.215.190,443,443,true,FRA,Europe,Frankfurt,267,4.91
34.118.111.34,443,443,true,FRA,Europe,Frankfurt,268,4.90
34.116.225.214,443,443,true,FRA,Europe,Frankfurt,267,4.86
34.118.81.178,443,443,true,FRA,Europe,Frankfurt,270,4.85
34.91.64.220,443,443,true,FRA,Europe,Frankfurt,258,4.85
34.116.151.212,443,443,true,FRA,Europe,Frankfurt,288,4.84
34.65.48.167,443,443,true,FRA,Europe,Frankfurt,255,4.83
34.118.15.93,443,443,true,FRA,Europe,Frankfurt,267,4.81
34.118.127.11,443,443,true,FRA,Europe,Frankfurt,278,4.81
34.65.249.244,443,443,true,FRA,Europe,Frankfurt,254,4.81
34.116.231.238,443,443,true,FRA,Europe,Frankfurt,302,4.79
34.118.102.193,443,443,true,FRA,Europe,Frankfurt,298,4.78
34.118.57.46,443,443,true,FRA,Europe,Frankfurt,278,4.78
34.116.231.238,443,443,true,FRA,Europe,Frankfurt,270,4.78
34.116.158.215,443,443,true,FRA,Europe,Frankfurt,266,4.77
34.118.65.106,443,443,true,FRA,Europe,Frankfurt,269,4.77
34.118.117.35,443,443,true,FRA,Europe,Frankfurt,267,4.76
34.116.128.81,443,443,true,FRA,Europe,Frankfurt,267,4.74
34.118.15.95,443,443,true,FRA,Europe,Frankfurt,268,4.72
34.118.61.214,443,443,true,FRA,Europe,Frankfurt,267,4.71
34.116.197.210,443,443,true,FRA,Europe,Frankfurt,294,4.70
34.118.69.177,443,443,true,FRA,Europe,Frankfurt,277,4.69
34.154.107.8,443,443,true,FRA,Europe,Frankfurt,259,4.69
34.118.99.19,443,443,true,FRA,Europe,Frankfurt,267,4.69
34.116.249.167,443,443,true,FRA,Europe,Frankfurt,278,4.67
34.118.112.23,443,443,true,FRA,Europe,Frankfurt,273,4.65
34.116.147.75,443,443,true,FRA,Europe,Frankfurt,295,4.64
34.118.112.23,443,443,true,FRA,Europe,Frankfurt,268,4.63
34.118.27.184,443,443,true,FRA,Europe,Frankfurt,291,4.59
34.118.27.151,443,443,true,FRA,Europe,Frankfurt,291,4.54
34.118.104.248,443,443,true,FRA,Europe,Frankfurt,271,4.54
34.118.56.2,443,443,true,FRA,Europe,Frankfurt,282,4.53
34.118.17.165,443,443,true,FRA,Europe,Frankfurt,292,4.50
34.118.23.103,443,443,true,FRA,Europe,Frankfurt,272,4.50
34.116.253.170,443,443,true,FRA,Europe,Frankfurt,276,4.47
34.118.51.188,443,443,true,FRA,Europe,Frankfurt,274,4.45
34.118.44.55,443,443,true,FRA,Europe,Frankfurt,278,4.45
34.116.180.85,443,443,true,FRA,Europe,Frankfurt,305,4.45
34.116.252.167,443,443,true,FRA,Europe,Frankfurt,286,4.45
34.118.122.157,443,443,true,FRA,Europe,Frankfurt,271,4.42
34.118.100.194,443,443,true,FRA,Europe,Frankfurt,268,4.29
34.165.39.66,443,80,false,MRS,Europe,Marseille,150,4.26
34.118.33.174,443,443,true,FRA,Europe,Frankfurt,283,4.19
34.116.249.117,443,443,true,FRA,Europe,Frankfurt,269,4.10
34.116.253.70,443,443,true,FRA,Europe,Frankfurt,280,3.94
34.105.140.105,443,443,true,LHR,Europe,London,202,3.65
34.159.153.146,443,443,true,FRA,Europe,Frankfurt,325,3.31
34.154.8.174,443,443,true,FRA,Europe,Frankfurt,342,3.15
35.204.203.223,443,443,true,FRA,Europe,Frankfurt,311,2.87
34.65.202.52,443,443,true,FRA,Europe,Frankfurt,308,2.69
34.154.232.65,443,443,true,FRA,Europe,Frankfurt,274,2.62
34.118.62.176,443,443,true,FRA,Europe,Frankfurt,363,2.61
34.90.155.147,443,443,true,FRA,Europe,Frankfurt,283,2.55
34.175.133.251,2052,80,false,MAD,Europe,Madrid,190,2.53
34.175.133.251,2086,80,false,MAD,Europe,Madrid,190,2.52
34.89.209.6,443,443,true,FRA,Europe,Frankfurt,303,2.46
34.140.239.154,2082,80,false,CDG,Europe,Paris,197,2.44
34.140.239.154,2083,80,false,CDG,Europe,Paris,214,2.44
34.140.239.154,2096,80,false,CDG,Europe,Paris,194,2.44
34.140.239.154,2095,80,false,CDG,Europe,Paris,199,2.43
34.175.95.58,2087,80,false,MAD,Europe,Madrid,189,2.43
34.175.95.58,2086,80,false,MAD,Europe,Madrid,190,2.43
34.140.239.154,2052,80,false,CDG,Europe,Paris,200,2.43
34.140.239.154,2086,80,false,CDG,Europe,Paris,196,2.42
34.65.5.127,443,443,true,FRA,Europe,Frankfurt,304,2.39
34.32.224.20,443,443,true,FRA,Europe,Frankfurt,301,2.32
34.175.95.58,2096,80,false,MAD,Europe,Madrid,200,2.31
34.175.95.58,2083,80,false,MAD,Europe,Madrid,191,2.30
34.175.133.251,2083,80,false,MAD,Europe,Madrid,199,2.29
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,208,2.29
34.175.133.251,2053,80,false,MAD,Europe,Madrid,191,2.29
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,201,2.28
34.175.133.251,2087,80,false,MAD,Europe,Madrid,191,2.27
34.141.248.249,2095,80,false,AMS,Europe,Amsterdam,199,2.27
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,198,2.26
34.140.239.154,2053,80,false,CDG,Europe,Paris,195,2.26
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,201,2.24
34.141.221.33,2087,80,false,AMS,Europe,Amsterdam,210,2.24
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,200,2.24
35.229.161.32,443,443,true,TPE,Asia Pacific,Taipei,45,2.23
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,199,2.22
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,198,2.21
34.175.95.58,2095,80,false,MAD,Europe,Madrid,189,2.21
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,198,2.21
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,200,2.20
34.175.7.231,2052,80,false,MAD,Europe,Madrid,199,2.15
34.175.7.231,2082,80,false,MAD,Europe,Madrid,191,2.14
34.175.99.73,2086,80,false,MAD,Europe,Madrid,190,2.14
34.175.7.231,2053,80,false,MAD,Europe,Madrid,192,2.13
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,199,2.12
34.175.99.73,2095,80,false,MAD,Europe,Madrid,191,2.11
34.175.143.15,2095,80,false,MAD,Europe,Madrid,191,2.11
34.175.99.73,2052,80,false,MAD,Europe,Madrid,199,2.11
34.175.95.58,2082,80,false,MAD,Europe,Madrid,199,2.10
34.175.133.251,2096,80,false,MAD,Europe,Madrid,191,2.10
35.187.41.171,2087,80,false,CDG,Europe,Paris,209,2.10
34.175.7.231,2087,80,false,MAD,Europe,Madrid,195,2.09
34.175.99.73,2096,80,false,MAD,Europe,Madrid,195,2.08
35.187.41.171,2083,80,false,CDG,Europe,Paris,195,2.08
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,199,2.07
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,209,2.04
34.175.95.58,2053,80,false,MAD,Europe,Madrid,194,2.02
34.175.133.251,2095,80,false,MAD,Europe,Madrid,191,2.02
34.175.133.251,2082,80,false,MAD,Europe,Madrid,190,2.02
34.175.95.58,2052,80,false,MAD,Europe,Madrid,189,2.01
34.175.99.73,2082,80,false,MAD,Europe,Madrid,189,2.00
34.118.78.73,443,443,true,FRA,Europe,Frankfurt,318,1.99
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,200,1.98
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,208,1.98
34.140.239.154,2087,80,false,CDG,Europe,Paris,199,1.93
34.116.243.55,443,443,true,FRA,Europe,Frankfurt,299,1.85
34.147.103.245,443,443,true,FRA,Europe,Frankfurt,311,1.48
34.118.92.6,443,443,true,FRA,Europe,Frankfurt,319,1.30
34.154.222.111,443,443,true,FRA,Europe,Frankfurt,304,1.24
34.118.25.79,443,443,true,FRA,Europe,Frankfurt,310,0.82
34.116.198.247,443,443,true,FRA,Europe,Frankfurt,353,0.72
34.116.213.20,443,443,true,FRA,Europe,Frankfurt,379,0.72
34.65.43.232,443,443,true,FRA,Europe,Frankfurt,284,0.47
34.65.149.214,443,443,true,FRA,Europe,Frankfurt,335,0.45
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,194,0.44
35.198.186.14,443,443,true,FRA,Europe,Frankfurt,295,0.39
34.90.5.4,443,443,true,FRA,Europe,Frankfurt,302,0.38
34.89.219.21,443,443,true,FRA,Europe,Frankfurt,303,0.32
34.159.19.197,443,443,true,FRA,Europe,Frankfurt,310,0.32
34.154.216.61,443,443,true,FRA,Europe,Frankfurt,297,0.31
34.116.132.90,443,443,true,FRA,Europe,Frankfurt,461,0.31
34.65.197.216,443,443,true,FRA,Europe,Frankfurt,298,0.29
34.65.11.8,443,443,true,FRA,Europe,Frankfurt,288,0.26
35.246.139.228,443,443,true,FRA,Europe,Frankfurt,281,0.21
34.65.193.225,443,443,true,FRA,Europe,Frankfurt,281,0.20
34.65.127.153,443,443,true,FRA,Europe,Frankfurt,287,0.20
34.118.3.82,443,443,true,FRA,Europe,Frankfurt,298,0.19
34.90.125.195,443,443,true,FRA,Europe,Frankfurt,291,0.19
34.65.127.145,443,443,true,FRA,Europe,Frankfurt,287,0.18
35.246.158.151,443,443,true,FRA,Europe,Frankfurt,301,0.18
34.116.214.219,443,443,true,FRA,Europe,Frankfurt,365,0.18
34.141.28.166,443,443,true,FRA,Europe,Frankfurt,303,0.17
34.141.93.193,443,443,true,FRA,Europe,Frankfurt,268,0.16
34.118.78.73,443,443,true,FRA,Europe,Frankfurt,325,0.14
34.65.173.251,443,443,true,FRA,Europe,Frankfurt,294,0.10
34.89.244.36,443,443,true,FRA,Europe,Frankfurt,272,0.10
34.118.31.147,443,443,true,FRA,Europe,Frankfurt,334,0.10
34.154.94.225,443,443,true,FRA,Europe,Frankfurt,303,0.10
34.118.1.28,443,443,true,FRA,Europe,Frankfurt,380,0.10
34.107.5.109,443,443,true,FRA,Europe,Frankfurt,288,0.09
34.118.92.6,443,443,true,FRA,Europe,Frankfurt,342,0.09
34.116.198.247,443,443,true,FRA,Europe,Frankfurt,361,0.08
34.116.220.129,443,443,true,FRA,Europe,Frankfurt,305,0.08
34.159.215.161,443,443,true,FRA,Europe,Frankfurt,309,0.07
34.118.12.114,443,443,true,FRA,Europe,Frankfurt,321,0.07
34.65.140.162,443,443,true,FRA,Europe,Frankfurt,282,0.07
34.116.153.78,443,443,true,FRA,Europe,Frankfurt,368,0.06
34.65.85.165,443,443,true,FRA,Europe,Frankfurt,353,0.06
34.118.120.60,443,443,true,FRA,Europe,Frankfurt,321,0.06
34.107.124.144,443,443,true,FRA,Europe,Frankfurt,258,0.05
34.65.149.214,443,443,true,FRA,Europe,Frankfurt,276,0.05
34.118.25.79,443,443,true,FRA,Europe,Frankfurt,357,0.05
34.65.143.120,443,443,true,FRA,Europe,Frankfurt,297,0.04
34.65.52.186,443,443,true,FRA,Europe,Frankfurt,307,0.04
34.141.245.109,443,443,true,FRA,Europe,Frankfurt,311,0.04
34.65.64.244,443,443,true,FRA,Europe,Frankfurt,308,0.04
34.65.137.118,443,443,true,FRA,Europe,Frankfurt,309,0.04
34.116.161.88,443,443,true,FRA,Europe,Frankfurt,374,0.04
130.41.109.158,8080,80,false,IAD,North America,Ashburn,215,0.03
34.118.101.112,443,443,true,FRA,Europe,Frankfurt,343,0.03
34.91.109.219,443,443,true,FRA,Europe,Frankfurt,306,0.03
34.116.168.27,443,443,true,FRA,Europe,Frankfurt,310,0.03
34.118.25.40,443,443,true,FRA,Europe,Frankfurt,319,0.03
34.89.219.21,443,443,true,FRA,Europe,Frankfurt,302,0.02
34.118.1.28,443,443,true,FRA,Europe,Frankfurt,300,0.02
34.118.109.157,443,443,true,FRA,Europe,Frankfurt,311,0.02
34.118.13.134,443,443,true,FRA,Europe,Frankfurt,331,0.02
35.204.88.43,443,443,true,FRA,Europe,Frankfurt,324,0.02
